ua,tc,amt,amt_avg,cc,dwm,lzd
0x31785e465ccb1e546ea4a9ce67f0a244dab80d1e,133,0.32,0.002406015037593985,6 / 12 / 8,8 / 5 / 4,142
0x4c510786357776378e49eb5557bc5757aa4597e2,123,0.58,0.004715447154471544,3 / 3 / 3,7 / 6 / 4,339
0x1804a513194295a8e91a2854adc0a0d6dcbb351e,158,0.24,0.0015189873417721519,1 / 10 / 2,1 / 1 / 1,119
0xe2621b04540dfbba0ae2eafe44ad897163afa760,119,0.0,0.0,2 / 2 / 2,2 / 1 / 1,307
0x5040b00169bda3b941f27135b9a089efb8db2cdc,110,0.58,0.005272727272727273,3 / 3 / 3,9 / 8 / 4,336
0xc7164f3b45b0ec154d63cdb5d32d0aadf45d4044,213,0.41,0.0019248826291079811,3 / 3 / 3,10 / 9 / 5,346
0x73e1f3f61a3a518e42644af12afeee1c1abe3473,414,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x4266a7d730c02ab204b13a05287474ca1de95ec1,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xc642e14878ba4630a50c465499123add252ef63e,662,0.0,0.0,6 / 7 / 3,135 / 25 / 7,168
0x59ed948390f079f2534c052acc3419d34975e026,152,0.0,0.0,5 / 11 / 4,70 / 38 / 11,333
0xbb7b9f959f0eef0ab70451bfe1c02cad9e5780d1,171,0.51,0.0029824561403508773,1 / 11 / 1,38 / 7 / 2,77
0x72b9da897c0abbb563d9f14ba6581c4f0129f334,222,0.51,0.0022972972972972973,2 / 13 / 2,7 / 2 / 1,83
0x4844a229d8a958ce06fd424bd853419f24d26dd2,234,0.0,0.0,3 / 2 / 4,69 / 14 / 6,309
0x08b5fd8e5cf9bcede3036414700e4cd060bd383c,124,0.31,0.0025,7 / 14 / 17,14 / 12 / 9,308
0x9e4de48d3e64da32851ad14408c63e6c0c111da1,116,0.24,0.0020689655172413794,3 / 13 / 5,8 / 7 / 5,141
0x49de5e830df6c4d04e69cfaebef31b92d2f2c08f,129,0.22,0.0017054263565891472,1 / 10 / 2,2 / 2 / 1,117
0x00af0078cbb374f56bded6d3caff947c8a94c839,106,0.34,0.003207547169811321,7 / 22 / 14,10 / 7 / 4,93
0x40fdd6034b33ab01e284e5a4366d1a57d4cef6d1,128,0.93,0.007265625,5 / 17 / 10,10 / 7 / 4,137
0xc5d514be47374f1021c65c783e2287235500fd8a,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0x7dea3368e2d40ab08dcd8c91dcba9240239602ac,121,0.18,0.0014876033057851239,1 / 10 / 2,1 / 1 / 1,119
0x77fb74b4c57a670939fb2d5a9abbdb7b718322f7,132,0.45,0.0034090909090909094,3 / 9 / 8,9 / 8 / 5,134
0x4a2a8e834cb8d8658eafe763022fba0a696e7335,132,0.21,0.0015909090909090907,1 / 10 / 2,1 / 1 / 1,122
0x456a7b7081bb00f899a7d8b19536610f6aa66b47,108,0.08,0.0007407407407407407,6 / 11 / 13,50 / 22 / 11,336
0xd03332c2cd549b0006d6bf629a8480cce79967ac,108,0.02,0.00018518518518518518,5 / 9 / 9,41 / 23 / 11,318
0x8bc1df179ed420bcb2ba46c03b1575a608165bd4,107,0.11,0.00102803738317757,5 / 7 / 9,8 / 4 / 3,329
0x711ab5aa92b2e5ac918f7822997aa2808094038e,109,0.28,0.0025688073394495416,3 / 14 / 5,5 / 4 / 3,141
0xcaa1fe0dc3065b5f37041398b449db73088aa67a,147,0.23,0.001564625850340136,1 / 10 / 2,1 / 1 / 1,123
0xdd985489e45cb98c3a3f21aaa43e722f287c2b4b,107,0.08,0.0007476635514018691,6 / 11 / 13,50 / 22 / 11,336
0x07aced52eebbd1642799fb48bbead5bc64616341,190,0.0,0.0,1 / 8 / 1,143 / 47 / 12,381
0x52374d8cbb9cc891ab46ca32d5d40cb8908eaa8d,420,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0xff18a28022ba36c5153b095ba539527a6e839c60,105,0.0,0.0,3 / 3 / 3,21 / 5 / 2,293
0x49d0384168d4fd67a5853ddd776650250ca9a105,101,0.02,0.00019801980198019803,5 / 9 / 9,43 / 23 / 11,318
0x15f7eaed1e8fdc855ab3f9b5299947dab8302cf9,112,0.43,0.0038392857142857144,3 / 16 / 7,7 / 6 / 5,141
0x26f308485a340affac0167b833d628166811e83e,111,0.32,0.002882882882882883,3 / 14 / 6,9 / 7 / 4,141
0xbe032acf0e118cfb574c28d3500beb87671edd21,109,0.62,0.005688073394495413,4 / 14 / 4,12 / 10 / 6,271
0x3875537e369187f33054d84d9d73ec24fb27529c,394,0.0,0.0,1 / 1 / 1,32 / 7 / 2,143
0x301e99b4168910ecf41762e80a3802cfdb5d6b7f,116,0.2,0.001724137931034483,1 / 10 / 2,2 / 2 / 1,117
0x2430e7c5ea22d37fa7c4b10e9738ae7dd8708758,123,0.0,0.0,2 / 2 / 2,1 / 1 / 1,306
0x1e3da33b6052bd29068cfe2f89127a27dc242fe3,125,0.02,0.00016,4 / 15 / 6,14 / 14 / 11,340
0x1002127292ebb29aca54926f520fcafc24dcee73,112,0.2,0.0017857142857142859,1 / 7 / 7,7 / 5 / 4,107
0x4de46d037565612e65b4edd79bb9791bd3918174,116,0.19,0.0016379310344827587,1 / 10 / 2,1 / 1 / 1,123
0x1ad0254b7ca0286c99e2b1f47543b0f40f8a783c,109,0.41,0.0037614678899082566,6 / 14 / 8,8 / 4 / 3,104
0xe2b74253082cf4e601bebd172c4dc86d0063870f,111,0.49,0.004414414414414414,7 / 18 / 20,31 / 13 / 5,128
0x91e55d8cf8812c58da1a7dd8d5804a33b9d92731,115,0.23,0.002,3 / 5 / 5,9 / 7 / 4,348
0xf4ab75a0e87444675b1cabcb1d3b5f3ccb3879a2,123,0.0,0.0,2 / 2 / 2,1 / 1 / 1,306
0xe54c2240ad61a46c324d50f46194ebf501a77ab1,103,0.16,0.0015533980582524273,1 / 10 / 2,2 / 2 / 1,117
0x36f26500b8da1b75c649559bd6fa99584bda7a93,138,0.0,0.0,1 / 1 / 1,16 / 6 / 3,124
0x348038ceb6526d4d33e15ea828fb8d6e8e90b41a,420,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0x263cc2829548b6c8eb7eec14d681ae48c4b3fac8,234,0.0,0.0,3 / 2 / 4,68 / 13 / 6,309
0xddfaecccf97fee19c3249e0c6e7b0527790aac9b,102,0.41,0.004019607843137255,6 / 14 / 10,24 / 18 / 10,307
0xf93e3b36673b8b585b562e17dc481673729382ec,118,0.35,0.002966101694915254,6 / 14 / 9,6 / 5 / 3,105
0xeeb5186bf1b912c04057269c976e7fe065b623ef,246,0.0,0.0,3 / 2 / 4,77 / 15 / 6,309
0xc5c91273ffdfda5c39bc4c2c6a3f714ebaca2e29,420,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0x761590734251ac5084a06e61bf5af6c9ecd88c0f,557,0.0,0.0,6 / 6 / 1,59 / 9 / 3,185
0xf5ba634539106b5d1b95c5cc847d8ae79b75b378,130,0.0,0.0,2 / 3 / 2,18 / 9 / 5,263
0xefc3251c68a399dac7f21c35d8b6e463b2fa3829,109,0.05,0.00045871559633027525,1 / 4 / 3,10 / 6 / 4,191
0x7e5ca8b1792dab85ee24eceaf086f1b4b0391d95,262,0.0,0.0,3 / 14 / 3,65 / 15 / 5,96
0xf32d53a5f4482c674f0c9c3362f4aa155b3ba67e,104,0.0,0.0,1 / 12 / 1,8 / 4 / 2,47
0x6bd3a4cb969674f767ee265dcf502d6d791cb2b1,381,0.0,0.0,2 / 2 / 1,30 / 9 / 2,61
0xb0796ccde36b8da5f539c4612eb3950e3f82da89,342,0.0,0.0,5 / 6 / 1,57 / 10 / 4,64
0x4d6b771adc3e5eb181e64c13567cd87d74baa576,103,0.39,0.0037864077669902915,6 / 14 / 14,26 / 19 / 10,307
0x048a2a082509eff8858a27d06dc8a648fa2401dc,244,0.0,0.0,2 / 14 / 3,62 / 15 / 5,96
0x2f5bc3dd4a46dae592b65cf71a6323e56f32683a,104,0.42,0.0040384615384615385,6 / 15 / 11,25 / 19 / 10,307
0x053c861ebefb5422ceb4751c9ad83ba09edef074,107,0.37,0.0034579439252336447,7 / 20 / 16,8 / 7 / 4,93
0x5274c23e6f019178a29fd4c515e546f9d0533677,235,0.0,0.0,3 / 2 / 3,70 / 12 / 4,309
0xf45d099193372800f2449d454d1c1a2e76d69e71,133,1.02,0.007669172932330827,3 / 5 / 8,18 / 6 / 3,158
0x1fe29640adae756e676ca882c4b4248da695d73d,126,0.02,0.00015873015873015873,4 / 15 / 6,16 / 15 / 12,340
0x029fb5fa75d87ca1269e441308adad022209c381,108,0.55,0.005092592592592593,6 / 14 / 12,26 / 19 / 9,307
0x5a8fe7754ce2d5b375cedf007918613fcc13d198,238,0.0,0.0,3 / 2 / 4,71 / 13 / 5,309
0x01b81bb01ac3f897eff7572543a4f7289b8b2a1c,228,0.0,0.0,2 / 13 / 2,61 / 15 / 5,96
0xccfeaca5be23767f42b0e599075a0bce4e87e931,242,0.0,0.0,3 / 2 / 5,71 / 15 / 7,309
0xdc3e951a5b527404e9d899a9a442c8fd92dd01fd,114,0.37,0.003245614035087719,7 / 25 / 21,19 / 17 / 11,289
0x82f5ec7f7f3ebde6080c31e633d0de8113459835,248,0.0,0.0,3 / 2 / 5,78 / 17 / 7,309
0xe4fb18c348bf6f945c217ffe2961c278cd8a3f22,249,0.0,0.0,3 / 2 / 4,76 / 14 / 6,309
0x278955b76c5a102260eaba52a0e7c3fe389a85ad,389,1.0,0.002570694087403599,3 / 4 / 4,64 / 14 / 5,314
0xa7b3901961bf44b5decf25e29559c4b526905245,244,0.0,0.0,3 / 2 / 5,75 / 15 / 6,309
0x269f7ec12ca88c72f324e3358a6f62afa5a5e29b,116,0.81,0.006982758620689655,5 / 21 / 9,10 / 4 / 2,79
0xf85a324598fd5a8afbd5171d273c5697239e687b,103,0.54,0.0052427184466019424,6 / 9 / 10,7 / 5 / 4,76
0x47126306a1c58e278581851a1e9e5761b8bc24f1,110,0.4,0.0036363636363636364,3 / 6 / 6,10 / 8 / 4,346
0x66c6dc9050b80507a566d5e930ebcfc9dacb4095,117,0.44,0.0037606837606837607,4 / 11 / 6,15 / 9 / 5,342
0x36303544a7fab6a3226c990df054e2f81aed3906,110,0.09,0.0008181818181818182,5 / 7 / 9,8 / 5 / 4,329
0x770e28c0435827bab18027d2980d31d3e682122a,115,0.6,0.005217391304347826,3 / 6 / 6,11 / 8 / 5,347
0x028e1332d565e481b768679d3ff4d3100818269b,103,0.02,0.0001941747572815534,5 / 9 / 9,42 / 23 / 11,318
0xb24430ee3c9749590d0ba2721c82b4f83837ee02,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xa45c303e1e7887afa4fc0772441f761734508363,105,0.11,0.0010476190476190477,2 / 7 / 5,19 / 5 / 3,93
0x86456140a0b63b003d722a331737bbc7a3ec1e89,251,0.0,0.0,3 / 2 / 4,78 / 15 / 6,309
0x6aab7c31e9621fc95829406d746ba0c78bc3f279,702,0.0,0.0,4 / 4 / 1,13 / 2 / 1,108
0xbb481e60dab8c226dcbdadca9672cfd9320c02c3,119,0.0,0.0,2 / 2 / 2,2 / 1 / 1,307
0x882341e1d2ad8d99237b52dbe7cad9f0374e5d65,113,0.32,0.002831858407079646,3 / 14 / 4,9 / 6 / 3,141
0x2e29a45358f49df9c0b3bb7c9d29bfc354ed15f8,591,0.0,0.0,4 / 4 / 1,12 / 2 / 1,108
0xd35881b1a03329a4a47b752b4e2f974058720169,110,0.34,0.003090909090909091,3 / 15 / 4,8 / 6 / 3,140
0x296f93100c7f27eeca196d0f4139f6059c161b32,106,0.2,0.0018867924528301887,5 / 7 / 5,28 / 10 / 3,85
0x6eb0dfb5b28987c694256aca1d589cd846489dde,113,0.57,0.005044247787610619,6 / 11 / 11,38 / 21 / 9,324
0x7c77c423b601b828efa788307a5a054ac5c5101d,212,1.8,0.008490566037735849,6 / 12 / 16,41 / 24 / 10,326
0x549b2dc572c9e380bf26b3b51b0a59f393d6b1a8,251,0.0,0.0,3 / 2 / 4,77 / 16 / 7,309
0x2358dad66baacf6a9f7474bbcfdf9aade376ccad,173,0.55,0.003179190751445087,1 / 11 / 1,39 / 7 / 2,77
0xd7e833a1e83bb0184463ede6b82b33a5222f5d59,197,0.0,0.0,2 / 14 / 2,61 / 15 / 5,96
0xb60e3e11e505688db4c5665c3f34d682e6e6052f,236,0.0,0.0,3 / 2 / 4,68 / 12 / 6,309
0x3bedd6df87f5f56d2efa0ab962cd52cc4b83f0f8,116,0.2,0.001724137931034483,5 / 11 / 15,43 / 19 / 7,236
0x40e941aa8efd0fda3b2df7563ca4681afa6c7b0c,249,0.0,0.0,3 / 2 / 3,76 / 15 / 5,309
0xec00e277d821ad8af8102fea8672c689772db5dc,236,0.0,0.0,3 / 2 / 4,69 / 13 / 6,309
0xa78beaf35ba989332e966700c084641a3634acff,421,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x777cd04bed579ab1996b87faafef15070de3b226,109,0.32,0.0029357798165137615,9 / 21 / 15,14 / 11 / 4,132
0xbef6c2b8ff35925b11f1376dffbc57708e091982,108,0.19,0.0017592592592592592,6 / 13 / 11,22 / 16 / 9,307
0x0454810478fb848505b107d5f60114ad469067d0,135,0.62,0.0045925925925925926,6 / 10 / 9,6 / 5 / 4,67
0x9bffba06ceb4d79cdfef03a5e74b04dfbc5f5928,125,0.09,0.0007199999999999999,5 / 7 / 9,11 / 6 / 5,329
0x0a805fcb5cabd551869e08e9a805a1672810a4c8,111,0.04,0.00036036036036036037,2 / 2 / 2,9 / 8 / 4,336
0x580a07431766f82a1ac9b6a8668977cf2ce130db,111,0.24,0.002162162162162162,3 / 16 / 6,6 / 5 / 4,140
0x680b1818b293b9c34834c6908d60a99d40ea1eb8,123,0.32,0.0026016260162601626,6 / 12 / 15,20 / 13 / 10,310
0xb0bd2ce4b2be3a8d3270c5bee17fad903b829a61,108,0.17,0.001574074074074074,1 / 10 / 2,2 / 2 / 1,117
0x3d0ff12edca3613c4972b4d1a98f6665557cf10a,104,0.38,0.003653846153846154,3 / 3 / 3,8 / 8 / 5,342
0x702bb7edbbe9648024656ce07a24c03a1c412eaa,133,0.22,0.0016541353383458647,1 / 10 / 2,2 / 2 / 1,117
0x7cb0617b1fd586d31169fcc113ba4022dd227f48,126,0.01,7.936507936507937e-05,4 / 15 / 6,15 / 15 / 12,340
0x4e855ceef41da047bb4ab0c8700825a7a6f5f1c1,118,0.17,0.001440677966101695,6 / 13 / 13,25 / 18 / 11,307
0xc1f5965cde3d74e5b16f1fbae015e1856acc4269,108,0.52,0.004814814814814815,6 / 15 / 13,26 / 20 / 11,307
0x79b812e46dc34afda37d8329951d788f40b8ff35,422,0.0,0.0,1 / 2 / 2,39 / 9 / 4,143
0x4882cfba129af03dbc40f5215c2656096547f088,244,0.0,0.0,3 / 2 / 5,74 / 14 / 6,309
0x355c751fbc25f9f6ec9543753c9ec71cee31e9a7,102,0.51,0.005,6 / 14 / 12,26 / 19 / 10,307
0x9960f92ec792fb06c0efa0afdba8156aa8b5c330,101,0.1,0.0009900990099009901,6 / 12 / 10,22 / 17 / 9,307
0xdaa8c5c8845f0cb8a1355c5b4ebf52baf689c4d6,118,0.32,0.002711864406779661,4 / 9 / 5,6 / 5 / 5,164
0xee1802681c39d1cc9a8cfc64b556bf31f5abd5f4,110,0.34,0.003090909090909091,3 / 17 / 5,11 / 9 / 4,140
0xa26d43835c14a2e2584e050037addfe146151bf9,102,0.64,0.006274509803921568,4 / 18 / 6,8 / 8 / 4,243
0x0dde99af3ccab0be5cee5c0b3a5354416f508580,105,0.02,0.00019047619047619048,5 / 9 / 9,43 / 23 / 11,318
0x8250aa12babe41f7015a96c0d05590e695114518,119,0.0,0.0,2 / 2 / 2,2 / 1 / 1,307
0xf9b44656900f54ff09f1f68197abe60f4e5eb988,133,0.7,0.005263157894736842,1 / 7 / 1,20 / 11 / 3,78
0xee702c53d35537f2509f2e9514a4152020e46cb7,128,0.42,0.00328125,3 / 6 / 6,9 / 6 / 4,338
0xcf069da4396805c3852a1ff7f1b7851b77032ceb,111,0.0,0.0,2 / 1 / 3,5 / 2 / 2,760
0xaf6370e9172d0f8fbda476528a662df392291459,111,0.21,0.0018918918918918919,1 / 11 / 1,1 / 1 / 1,82
0x9ab452e04abd3ad14939a4fbaf991b7cd09fd034,171,0.52,0.00304093567251462,1 / 12 / 1,37 / 7 / 2,77
0x461e374825ce0ed2eac602c9f28ecbff303d6aec,105,0.35,0.003333333333333333,6 / 14 / 11,25 / 18 / 9,307
0x7c2199ceeda5a4a14c13f99235418c34e92d46fe,111,0.41,0.0036936936936936933,3 / 6 / 6,11 / 9 / 5,345
0x3d01d2d2023a37c4a26128a8f2dc707288b3a479,250,0.0,0.0,3 / 2 / 5,79 / 17 / 7,309
0x1f95fa83f9110b6e2a2453c763b475b6019116d3,238,0.0,0.0,3 / 2 / 4,71 / 14 / 6,309
0x87cb2031c1cf8bf5d598336461f02ccf18a6b450,247,0.0,0.0,3 / 2 / 4,78 / 16 / 6,309
0x1f1e90b465046dc37cfc3c13822d8e916bc10dbe,103,0.19,0.0018446601941747574,1 / 1 / 1,3 / 1 / 1,351
0x0a2e57eb9ec9df5625e1fc267d1d336200479378,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0x0532fdd645c9d4902248238158e8afd4b8a676ab,104,0.34,0.0032692307692307695,7 / 18 / 16,14 / 8 / 3,135
0x30de5f5931810c5a9f358323a120eb6418d7096b,103,0.05,0.00048543689320388353,2 / 16 / 3,5 / 4 / 4,130
0x99a4f8235ac0cfae555e21c44529c01f6680bd35,240,0.0,0.0,3 / 2 / 4,71 / 13 / 6,309
0x7ef8708af457cc279c19291b979f82a89cf3faa7,119,0.31,0.002605042016806723,6 / 13 / 11,25 / 19 / 9,307
0x57ce0e4ec776c11e5d702c0a874925d73d85aebb,103,0.15,0.0014563106796116505,6 / 17 / 11,23 / 18 / 11,307
0x49cf6918a3326f5d40d83962015452fccd03e26f,118,0.09,0.0007627118644067797,5 / 7 / 9,9 / 5 / 4,329
0x13cb1b36989e5dc25f7af28ff0d8b93e6dcdd15e,196,0.4,0.0020408163265306124,5 / 7 / 9,9 / 4 / 3,329
0x9738e56d5185f70623dfef61ac5fd14801d3e034,156,0.13,0.0008333333333333334,2 / 17 / 8,11 / 10 / 9,250
0x9e2fb0fe89ab9f41563291f02f1ab0071c11f981,112,0.0,0.0,1 / 1 / 1,1 / 1 / 1,289
0x46e7cd41d50bf0a9ecc51d39cbed7c3ffc60e330,107,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0x83d72e2602ae404f803cecaf65f5cc11285a31a8,106,0.2,0.0018867924528301887,5 / 7 / 5,28 / 10 / 3,85
0x4e3d22a097dca262ca67dfb1cc43d99d3f8183cf,111,0.43,0.0038738738738738738,3 / 15 / 6,11 / 8 / 5,141
0x3416fc7652c46e1f41ee393d9d2a9b60421f0ba4,103,0.12,0.0011650485436893203,6 / 13 / 11,21 / 18 / 10,307
0x51d7e0703d211cee8d4e38acd8710326fb927666,122,0.06,0.0004918032786885246,5 / 7 / 9,8 / 4 / 3,329
0x2f86bbe691279bd8e3b9c01f30ce64804c193bb7,121,0.3,0.0024793388429752063,8 / 9 / 16,20 / 15 / 8,317
0xf94710e135dfae514c9d12ceae5ec6e263838a67,134,0.09,0.0006716417910447761,5 / 7 / 9,9 / 5 / 4,329
0x99e96bb7a6b95749d0ba9d6acd775a871846dcec,115,0.36,0.0031304347826086954,2 / 8 / 5,7 / 5 / 5,165
0xe3e06a22d147b430531132f21338c1ef343dbb4d,109,0.17,0.001559633027522936,1 / 10 / 2,2 / 2 / 1,117
0xd8fb1ba36cb36f7b754b4fc8ac0a8faa647566c7,105,0.0,0.0,3 / 2 / 3,21 / 5 / 2,293
0x1319e7e1359cba833f0eb2fcebd60060a0c41008,194,0.16,0.0008247422680412372,5 / 7 / 9,12 / 5 / 4,329
0x9a90f4d10bbb52b5f3816f31a5cc007ad11b073e,104,0.31,0.002980769230769231,3 / 16 / 5,8 / 6 / 3,140
0x901857dbba17bcaa2f42360fe9ebc0a5e6bacef4,128,0.2,0.0015625,1 / 10 / 2,1 / 1 / 1,119
0xebbcc04f6865f26a31fc082d629df4eee293af48,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0x8690e4c1c23fd4ced3370e51b899feb8c9fabf19,109,0.17,0.001559633027522936,1 / 10 / 2,2 / 2 / 1,117
0xdfec475001288aa7cb88b10679eb6c273a09c8d0,123,0.0,0.0,2 / 2 / 2,1 / 1 / 1,306
0x784f4621b9d511eb819a14cdc0e1535d4ab13b4e,126,0.96,0.007619047619047619,2 / 7 / 3,23 / 6 / 2,55
0x4a25d28d10b02bcf13a16068f56d167d8f96d093,991,0.0,0.0,3 / 6 / 1,46 / 20 / 8,220
0x10edd7f35b876f048b834ea99eff4849cc185732,102,0.07,0.0006862745098039216,7 / 20 / 10,15 / 14 / 13,371
0x4a5ef2364b10e3257c66ca50bfde6aedd7b6de50,168,0.0,0.0,2 / 2 / 2,2 / 1 / 1,338
0x09b3f52691def81d3dd7d6e1e45ab4054230cfc6,135,0.21,0.0015555555555555555,1 / 10 / 2,2 / 2 / 1,117
0x942816096e23dda204e00f37325fd9dc594d6b88,119,0.0,0.0,2 / 2 / 2,2 / 1 / 1,307
0x5c4649bcef5538e12198e7c15205e77565ca4003,101,0.02,0.00019801980198019803,5 / 9 / 9,41 / 23 / 11,318
0xa3bf6034fd13e593e1023238e3797239e9747172,226,0.54,0.0023893805309734514,1 / 13 / 1,21 / 7 / 2,58
0x274a66e187d83a7532e57674df9bd6287933868b,108,0.31,0.0028703703703703703,6 / 14 / 12,25 / 20 / 10,307
0xb0849e37debcb122ddf206c5dbaf54bc479253c9,119,0.1,0.0008403361344537816,5 / 7 / 9,9 / 5 / 4,329
0x611ba9788df7e50d254f3f6b6e980b75769154f0,103,0.02,0.0001941747572815534,5 / 9 / 9,41 / 23 / 11,318
0x8d127ada3bea6bf6e96fb69fa39d9d65fcc5e297,110,0.77,0.007,6 / 12 / 16,35 / 23 / 10,327
0x60ee2edf4d465c9cea0f9e39c0dfbc5b5d2a3fc7,420,0.01,2.380952380952381e-05,1 / 2 / 2,37 / 9 / 4,143
0x3552cd000c087f5c8286127c346be682faf8218e,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xf154bdbb80b5dcd3b97bf6277e821e29f2ff8876,111,0.02,0.00018018018018018018,5 / 9 / 9,40 / 23 / 11,318
0xfae01ddb5bdb31bbe99cd7bd271b3e6d0ca5b489,107,0.29,0.0027102803738317757,6 / 13 / 13,23 / 17 / 9,307
0x286aae9f0ba21669a3ec7ffe85886744690411cb,105,0.33,0.003142857142857143,6 / 15 / 12,23 / 18 / 10,307
0x12742c87015306075f8ed6dbdc740819edc4c513,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xca25afc53a12b50fedf6192f25febeaa0f8640d4,155,0.42,0.002709677419354839,3 / 6 / 6,11 / 8 / 4,341
0xcfd198bf85e30376bc0868a011adf61ab5c090cc,146,0.0,0.0,3 / 2 / 3,43 / 39 / 11,335
0xadf764743fc69d9f9375b6b1c58187ed79ee3fa5,116,0.27,0.002327586206896552,3 / 9 / 5,6 / 5 / 5,164
0x33924e41e132c5ec088f5b5b1118bc54eb97fe2a,117,0.74,0.006324786324786324,7 / 21 / 19,8 / 8 / 8,245
0xa18a3dba1d7158b17ea56e93e0e6c07021c8de9a,101,0.0,0.0,3 / 7 / 3,17 / 9 / 5,114
0x83bf8c0062d35807480984d965c6cda643320414,277,0.0,0.0,3 / 14 / 3,65 / 15 / 5,96
0x2d301fe076b4a5b7ad5ada2a82c7baaf6b93fc86,114,0.58,0.005087719298245614,3 / 3 / 3,8 / 7 / 4,339
0xa9c85fff6248411e7928b0942971adeb01064caf,139,0.0,0.0,6 / 30 / 10,23 / 7 / 2,123
0xb341bab703def978beaabfcd8322f2bdad5cfb7b,422,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0x02cd887bba811ad6e3ed342be55757a205db692a,184,0.0,0.0,2 / 13 / 2,47 / 10 / 3,96
0x38f63c55456e04dbda69cf9c313c3b77f3c00e88,102,0.31,0.00303921568627451,6 / 11 / 11,24 / 19 / 11,307
0xc6cab771884d7d05d468e8e0826cfb93784395a8,142,0.35,0.002464788732394366,2 / 3 / 3,29 / 11 / 4,336
0x990551bd6e6719d29ac68909e2a853a79dc6a083,422,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x72dce5a7d868e101593f45cdec48835da1d91a84,148,0.23,0.0015540540540540542,1 / 10 / 2,2 / 2 / 1,117
0x85fd66a2bbee79e247fb25dfdd64aacb12dac834,124,0.74,0.005967741935483871,5 / 16 / 5,4 / 4 / 4,220
0xfb289db3c8f7f730e32b60a44b6e4a48a3fd2977,106,0.08,0.0007547169811320754,6 / 11 / 13,50 / 22 / 11,336
0xa1f717b53be4f6a0ea21547d25b4e0e6a54b5b9e,106,0.02,0.00018867924528301886,5 / 9 / 9,41 / 23 / 11,318
0x5fe3c767e003fec111e86788276456887c89d95a,128,0.08,0.000625,5 / 7 / 9,9 / 6 / 5,329
0x586ada410275166ed78bc2422185c3feb97def25,104,0.28,0.0026923076923076926,3 / 15 / 7,7 / 5 / 4,141
0x31e6aa31b8b4cb6fa4d07747c3c47545813305a4,420,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xafd44305b78e189a1068676fbff8347cc0cd9756,103,0.02,0.0001941747572815534,5 / 9 / 9,41 / 23 / 11,318
0x41a7c1e1af2f8f819e568f491db80504cb61c018,127,0.02,0.00015748031496062991,4 / 15 / 6,15 / 15 / 12,340
0xf713b6381eff5d54525fcc815f35327675a26b8a,123,0.0,0.0,2 / 2 / 2,1 / 1 / 1,306
0xbe227f4a118bd27a3dee9a75c9b7184688980f1e,117,0.12,0.0010256410256410256,5 / 7 / 9,10 / 6 / 5,329
0x9f4d7de6e1a087ddc1a54b97e2863fbeaf5f32b4,101,0.02,0.00019801980198019803,5 / 9 / 9,43 / 23 / 11,318
0x5f744b8875f3b3bbad0f383494b6fc2de8341eb8,421,0.0,0.0,1 / 2 / 2,38 / 9 / 4,143
0xc0a611aef59566ad6c22ed2e3c9ade19dd1ac835,102,0.64,0.006274509803921568,6 / 8 / 10,6 / 4 / 4,75
0xbb00f829524e86d38a01ea67d5b4306866fc7b59,101,0.0,0.0,2 / 2 / 2,4 / 3 / 1,145
0xce6ee7ac2495136a68336d2ebad03eddf63d9c80,149,0.01,6.711409395973155e-05,1 / 1 / 1,2 / 1 / 1,294
0xbb7a302615cdb2a1b4b84ff0ca4e0fea66f0acbb,122,0.31,0.002540983606557377,6 / 13 / 14,26 / 21 / 11,307
0xd47e3bab88be47fb7b315094596dc1ede457f489,116,0.43,0.003706896551724138,3 / 11 / 5,12 / 6 / 3,151
0x15f950a8e9cb210c7ecdb14b34373d26c09ae13e,101,0.08,0.0007920792079207921,5 / 9 / 11,31 / 19 / 11,314
0x0a065a064cc104da3a104bf8def05c40bcc254b5,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xfddad2d6ad941da92f0c99d868f59dcde787effe,114,0.99,0.008684210526315789,5 / 19 / 8,8 / 5 / 3,137
0x36f1f74f524a75a2532f39463c474ff1e0ab939d,121,0.1,0.0008264462809917356,5 / 6 / 8,6 / 3 / 2,329
0xa499e1a5c8e987cd3a8ede5565bfa20215b9e7b3,111,0.32,0.002882882882882883,3 / 16 / 4,6 / 5 / 2,140
0xc7a253aaffcf57009e15b7031f62f38cd92ca278,105,0.02,0.00019047619047619048,5 / 9 / 9,41 / 23 / 11,318
