ua,tc,amt,amt_avg,cc,dwm,lzd
0x7aabb01e5bbdfa75f3d68b06164b86d01c89a504,102,0.0,0.0,3 / 2 / 3,15 / 4 / 2,317
0x0bef9091975afb67abbbe81c427b77add74c3104,108,0.33,0.0030555555555555557,4 / 17 / 4,2 / 2 / 1,143
0xee4d2cbba95d10a11ff055a6ee7a9a981d609f36,101,0.16,0.0015841584158415843,1 / 10 / 2,2 / 2 / 1,117
0x810a6d05d2c92215a757299bf4ea9c1c9c483f15,127,0.21,0.001653543307086614,1 / 10 / 2,2 / 2 / 1,117
0x7ce3b029e9b7b08e0a0064c0505b57229a6d69f5,141,0.53,0.0037588652482269504,6 / 17 / 8,8 / 4 / 4,137
0x9207adede9346f68fdc415e27704785ff6d65508,238,0.0,0.0,1 / 14 / 2,7 / 2 / 2,98
0x235cb6d79d75a18a74e7c8d5e58949816ea131d7,247,0.0,0.0,3 / 2 / 4,78 / 16 / 6,309
0x993ffa894b30d6305eaf458621244740c07f7486,107,0.28,0.002616822429906542,6 / 15 / 9,5 / 5 / 3,124
0x7f71035d04458713318ea0f9b4e94418c2eb1574,110,0.41,0.003727272727272727,3 / 6 / 6,10 / 8 / 4,346
0x1d2bad6ec690e53b9910e3253e05eadfa586d88f,104,0.0,0.0,3 / 4 / 3,24 / 6 / 2,306
0x3b11ffaf5f32e384cb555ca62e921ae3738fba5f,110,0.34,0.003090909090909091,3 / 16 / 4,9 / 7 / 3,140
0xef04dc1656b5084057631d52e59d1a240b2199b0,114,0.13,0.0011403508771929826,4 / 7 / 6,5 / 3 / 3,85
0xb9b108fd2afdee64aa1a302da6a07b1dfc6ca240,121,0.25,0.002066115702479339,3 / 4 / 3,5 / 5 / 4,129
0x287f2e4d807ac857c063fcf5fd057a4cdf91f72d,422,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xca81f38dc54e366e1279c0fc242f5b8d70354182,118,0.76,0.006440677966101695,3 / 6 / 6,11 / 9 / 5,347
0xea58e0b5f26e67e7c033ba097bf05ac866a9b4a0,421,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0xf50218807d1a1728fdc7162ad551d47b453fe3c4,420,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0xac0ccce315a94ed15f8ee5c5562c51620b3e87e2,143,0.49,0.0034265734265734264,9 / 29 / 7,8 / 4 / 2,112
0x45d222bef3fb46990a9c1ed6699877727e3d9368,119,0.0,0.0,2 / 2 / 2,2 / 1 / 1,307
0x1074a892b8e88de8f02b684532929bf4c6ec6b14,112,0.34,0.003035714285714286,3 / 9 / 6,6 / 5 / 5,164
0x2112b6a1dc33bf41b044e05c6e26ac78ffc81683,105,0.18,0.0017142857142857142,4 / 12 / 7,5 / 4 / 3,69
0xb094257d02f188d83bb57141beab2eed054b91ed,122,0.45,0.0036885245901639345,3 / 9 / 6,7 / 6 / 5,164
0x6b4cb4dcab093f76c4e110c6707992959c28f655,117,0.45,0.0038461538461538464,6 / 13 / 13,26 / 18 / 10,307
0xc18518ff2ff19a515ca4da88e55c008a02ec423d,111,0.31,0.002792792792792793,3 / 14 / 5,8 / 6 / 3,141
0x40aa854318d55086280f5a3ac579ba7e27f2ddc7,105,0.56,0.005333333333333334,3 / 3 / 3,9 / 8 / 4,344
0x6d0bac933e588f8509720ba8899547fe4de6f891,177,0.0,0.0,3 / 14 / 3,45 / 12 / 4,96
0xaebaa0fd7467700dc1ca8ad0ecb0b562e73917e5,125,0.93,0.00744,5 / 19 / 11,8 / 8 / 8,246
0x69bdb17783161b8d8d3bb7bb7d337359ce5e48af,103,0.86,0.008349514563106796,8 / 28 / 18,13 / 5 / 3,274
0xb237472c1689f1cd3d932a17458f2fccdbc801b7,107,0.45,0.004205607476635514,6 / 14 / 10,24 / 19 / 11,307
0x9b0f7f7bd51a38989f74c2540baa922e65eb7ef3,101,0.11,0.0010891089108910892,6 / 12 / 14,25 / 19 / 10,307
0xb015fefc73955513f2bd20c287f62f6150d7a0ee,109,0.0,0.0,3 / 3 / 3,1 / 1 / 1,338
0x5bf851a42fc8ec55e99ae16c476985dd79f71c9f,105,0.12,0.0011428571428571427,2 / 8 / 4,18 / 4 / 3,93
0x6a02504d9d70d91a17a16d0fad209d950c63f9a9,103,0.0,0.0,1 / 1 / 1,30 / 14 / 7,426
0x6a5cc51cb40e1b253cf8d743a3f2405a0b9bc294,1083,0.0,0.0,3 / 3 / 9,180 / 26 / 7,179
0xb3ece108cde5df7f195bcc457002512d91a566d6,105,0.36,0.0034285714285714284,6 / 7 / 9,9 / 7 / 6,138
0x18fc6e860876430692dbe3185460e07abdc26b2f,108,0.0,0.0,8 / 10 / 8,87 / 25 / 6,176
0x699bb9a09965fd5972fa9832cc0c779bd41d5c58,105,0.1,0.0009523809523809524,3 / 9 / 5,19 / 5 / 3,92
0x0c8501f76db38f8d0b99c1a6ba2b0f45775833ab,107,0.42,0.003925233644859813,7 / 21 / 16,13 / 8 / 4,93
0x537563f6e1ee1deeca4a1daf6f9e9e12714d4b19,299,0.0,0.0,3 / 3 / 1,30 / 8 / 4,65
0x4cd2050eeb6f2c47ca6a0deaa53f89ba587f2617,128,0.0,0.0,2 / 2 / 1,81 / 19 / 5,139
0x524c0c824a38604b8d4368c1a265a4b533086be8,179,0.52,0.002905027932960894,1 / 10 / 1,37 / 7 / 2,77
0xab02f0fa6fada934c86a37d7f400feebd74752c3,114,0.34,0.0029824561403508773,6 / 12 / 11,25 / 19 / 10,307
0x217e97586061281bb7c6923240034e2814a7e121,108,0.45,0.004166666666666667,5 / 14 / 12,21 / 13 / 7,310
0x9633ce720de56765955d92e55773cf1f3488b4be,108,0.02,0.00018518518518518518,5 / 9 / 9,43 / 23 / 11,318
0x19153cff6984aa0448cc7c6825a21f5150156f06,106,0.12,0.0011320754716981133,5 / 6 / 9,8 / 4 / 3,329
0x95c77e1fcff32776f66d0834a4e746dee421867f,211,0.6,0.002843601895734597,3 / 3 / 3,8 / 7 / 3,337
0xd31539a26e764a20b50e97b0ff4c21b3633dd5d0,109,0.38,0.0034862385321100917,3 / 15 / 5,5 / 3 / 2,141
0x7217eee31246857a10dcae21d3257de7d9531e6a,139,0.22,0.0015827338129496403,1 / 10 / 2,2 / 2 / 1,117
0xdc0adb12b6e8c1f84c7d082bea2e82314df01a5a,108,0.41,0.003796296296296296,3 / 16 / 6,6 / 4 / 3,141
0x1e78b3418623e35eea4649fe04881a4071383126,104,0.02,0.0001923076923076923,5 / 9 / 9,41 / 22 / 11,318
0x0c597d986ba7fb041133b5fcc449f13eda5857dd,392,0.0,0.0,1 / 1 / 1,32 / 7 / 2,143
0x40a505dc92454b6542bd81475716e6bfc747a885,118,0.0,0.0,3 / 3 / 3,2 / 1 / 1,331
0xfd149de8d10970a99ca24ac24b09fb023b252f10,109,0.17,0.001559633027522936,1 / 5 / 1,2 / 2 / 2,129
0x70594d03e51ef486096db5d3565b9b3b2f6d5a19,112,0.18,0.0016071428571428571,1 / 10 / 2,2 / 2 / 1,117
0xded4b06a449c62626a7f5d290251b5f97663033a,119,0.0,0.0,2 / 2 / 2,2 / 1 / 1,307
0x0fb06d2c2bc42e8a31c69acb96e845eb660c3875,155,0.02,0.00012903225806451613,2 / 9 / 3,5 / 4 / 2,99
0x66c0fdfa2eefbc8e5f5e7ff4cc52b323d87029d2,102,0.07,0.0006862745098039216,7 / 20 / 10,15 / 14 / 13,371
0x2e2e3ab43b00ee73a3689e054ae32debd0023529,111,0.19,0.0017117117117117118,1 / 6 / 7,7 / 5 / 4,107
0xaac5ea4ad8b3801ccb4bb00a0cc682490d5be8ed,116,0.0,0.0,1 / 12 / 1,9 / 4 / 2,47
0x9096bfc67cbe6758216108540044fae30d1ba0cd,111,0.32,0.002882882882882883,3 / 16 / 4,7 / 4 / 2,140
0xe254f153182173d57532d4ddbe850a52b998862e,126,0.02,0.00015873015873015873,4 / 15 / 6,15 / 15 / 12,340
0x812a27383f687be4a9087dd98aa66c7f8e98003e,120,0.2,0.0016666666666666668,1 / 10 / 2,2 / 2 / 1,117
0xa8f766385f08905ae8ec43f2bc7702d7b7ec41c4,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xc4e51276e87a1c011bc0bc697ffae99e3d23d6c5,106,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0x2853bf9466626504b9b1de3e731a0ad9bbe634ca,111,0.41,0.0036936936936936933,7 / 22 / 14,21 / 18 / 11,304
0xf8400fb5bf3b94c1e53cd882c101df986df28cc0,114,0.39,0.0034210526315789475,7 / 25 / 21,18 / 16 / 11,288
0x35b1ceba5c7f2ad4950c73dfd9b4972d713fea39,107,0.08,0.0007476635514018691,6 / 11 / 13,49 / 22 / 11,336
0xa5cb8b963dd020f8af9137a5f9924f968d7b09ab,106,0.31,0.0029245283018867925,5 / 17 / 14,7 / 4 / 3,137
0x49bd2c0ac8920b344a2532094c7668e55fa388a4,105,0.63,0.006,3 / 25 / 15,15 / 4 / 2,136
0x5a26abcc5e05a5824b63d24b33faa53e2b878f09,119,0.0,0.0,2 / 2 / 2,2 / 1 / 1,307
0x411b8e06efa782457984954b0bc6d56324b282da,236,0.0,0.0,3 / 2 / 3,70 / 12 / 5,309
0x5c85ca21ea96fb0b4cda5c6b77415c4c36fa0850,174,0.52,0.002988505747126437,2 / 11 / 2,38 / 7 / 2,77
0xd8883af04c1db420ae4941bd31e2ab46ee2b4edb,126,0.02,0.00015873015873015873,4 / 15 / 6,15 / 15 / 12,340
0x0beb222c6fd5aff5eb6261ca28c610e91b40c16f,125,0.19,0.00152,1 / 5 / 1,2 / 2 / 1,132
0x8309c0f3035280c18435cab586b7e62b6530eb56,107,0.42,0.003925233644859813,6 / 15 / 12,25 / 18 / 9,307
0x56bfc863b4e2f187ac23a54b36aa0107a59f9137,107,0.08,0.0007476635514018691,6 / 11 / 13,50 / 22 / 11,336
0x0688c58f8ebb9673090debe4090f758fc1a45678,104,0.39,0.0037500000000000003,6 / 14 / 12,24 / 17 / 9,307
0x87896c3d6984765c5d3a811c4572f156dbacf6f4,138,0.21,0.0015217391304347826,1 / 10 / 2,2 / 2 / 1,117
0x94718952f7696c0a3e692c5abeed1b7e5951eb6c,104,0.02,0.0001923076923076923,5 / 9 / 9,41 / 23 / 11,318
0x0402622f99003b0e79a46e73b91db55c2db5c084,108,0.09,0.0008333333333333333,6 / 16 / 12,24 / 18 / 10,307
0x501c65a72850adab7043f4b0a069e5add0e72fc7,107,0.2,0.001869158878504673,5 / 7 / 5,28 / 10 / 3,85
0xa74e4260db4fd369d12c20293fa3d49190c2cd0a,101,0.28,0.0027722772277227726,5 / 23 / 4,8 / 4 / 2,104
0xd13a6cd433df203cbca6592036f7faacdea74043,107,0.33,0.0030841121495327104,6 / 16 / 13,24 / 19 / 10,307
0x1a24df9f88d997fe3ce86e76dd0aa7027fbb83b5,110,0.08,0.0007272727272727273,6 / 11 / 13,49 / 22 / 11,336
0x0eb90aec39dfaf623a5d6e22357ded9d16bae2df,107,0.34,0.0031775700934579443,6 / 12 / 13,24 / 19 / 10,307
0x387bdcf167388b9b84df17929c5415a5bdc4e92f,114,0.52,0.00456140350877193,6 / 18 / 15,9 / 8 / 8,246
0x4d520a3ae412c226a5f314837b1a1d50585777ce,234,0.27,0.001153846153846154,5 / 6 / 9,11 / 5 / 4,329
0x7ef6ae077c96af19ba5ee959e20cb64313f0051a,128,0.08,0.000625,5 / 6 / 9,8 / 5 / 4,329
0xa4e2864f6541721dfa36f96e8d868e0adbd94881,197,0.0,0.0,1 / 8 / 1,150 / 47 / 13,388
0x26618ed698da1a9f24d41eb1c87c50dd3a766f3e,249,0.0,0.0,3 / 2 / 4,77 / 15 / 7,309
0xeb0bbee312b3500946dfe2804f58aedab6107e62,104,0.31,0.002980769230769231,6 / 14 / 14,24 / 19 / 9,307
0x71b0a375736ad9ad9c24613306f3d7ef194f9118,118,0.0,0.0,2 / 2 / 2,2 / 2 / 2,308
0x56a92bc44f3b90023725c8bc27e8d494b0bfa981,131,0.11,0.0008396946564885496,5 / 7 / 9,8 / 5 / 4,329
0xc0e92525834c989fb1fe1e02463c0419a5c992a9,249,0.0,0.0,1 / 9 / 1,104 / 19 / 5,150
0x04ac0f7b524d3fbc510f049039433106b79aace0,109,0.42,0.003853211009174312,3 / 6 / 6,11 / 9 / 5,341
0xf166962309facf7c8715a4fb8d6176d53f6e017c,110,0.34,0.003090909090909091,6 / 13 / 12,24 / 19 / 9,307
0x72cf82aca5ae095fa4e115f9789bf3754f24a627,421,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x18e6d97492435ef8a5812a8d5315ce94ae1eafa8,420,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0x24253b1886110e21b15e796c54891efc2944227b,117,0.53,0.00452991452991453,6 / 15 / 10,9 / 5 / 4,104
0x022c87a6fe3d09aa83e2fc85a8c8c4e3d0bb1dc0,125,0.19,0.00152,1 / 10 / 2,2 / 2 / 1,117
0xfbf5271fb085a975059ea1100649c2728ca80ab8,412,0.0,0.0,1 / 2 / 2,35 / 9 / 4,143
0xbebeee42fbd51cf3a4efe8dbdc32c14edd9947dd,112,0.65,0.005803571428571429,7 / 21 / 16,16 / 10 / 4,136
0x57e42ab2b70b8f05e50682b33c74a53042775475,108,0.11,0.0010185185185185184,2 / 9 / 5,17 / 4 / 3,93
0xed39195be16802a67e061310d5562ab48327149b,115,0.36,0.0031304347826086954,6 / 14 / 9,5 / 5 / 3,104
0xaef0989efa4f1ca0c6b67c7281a30c59d7754d78,245,0.0,0.0,3 / 2 / 3,77 / 15 / 6,309
0xf97669c78c817b016c29fb1f0e55f0f475467337,102,0.11,0.0010784313725490195,6 / 13 / 10,22 / 17 / 10,307
0x9c21ca464a2ee450d05d605d74ad415c6baaa054,290,0.0,0.0,1 / 2 / 3,118 / 22 / 7,740
0xd2483b7398315fc54f324e29e74d46f3ef599692,101,0.07,0.0006930693069306931,7 / 20 / 10,15 / 14 / 13,371
0xda4858e49b9ca019753a07f3e9ac64f750dcbccf,149,0.0,0.0,3 / 14 / 3,34 / 8 / 3,96
0x1b6d259bac0bd723e926124bb2b8b8eb17dc46b8,107,0.0,0.0,2 / 2 / 2,1 / 1 / 1,338
0x6cc672c04dbc9c5f41c2f572b399fea1dd6229c2,104,0.29,0.0027884615384615383,3 / 17 / 11,15 / 7 / 5,131
0x721781a6941f75dd8cdbe938eb21fdb59594cda6,116,0.35,0.003017241379310345,5 / 17 / 5,2 / 2 / 1,143
0xea532539bf033d67cdacc4fbaac958355c104731,421,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0xd1241a91912d6bba6295f8257d75e4179a1efbb7,420,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xbaf76f58f503632c9986500bdf30144dc398fc0e,111,0.34,0.0030630630630630634,6 / 7 / 9,5 / 4 / 3,75
0xbb1352492c5e5ddb5d901c40b517d972134b522d,419,0.0,0.0,1 / 2 / 2,37 / 10 / 4,143
0x334546bc9e5b0bbf2ffcfe137064a09fad0f3037,109,0.27,0.002477064220183486,7 / 25 / 3,7 / 4 / 3,128
0xb925d199c1599fde9d58056531ed163c19fedaab,104,0.29,0.0027884615384615383,4 / 12 / 4,15 / 7 / 3,89
0xad0f9c273ea971ad9db78992a4bed55c5c88914f,116,0.25,0.0021551724137931034,3 / 9 / 5,8 / 8 / 5,134
0x0c47dac9f2e8288c6e337c8f68374bbdcfe8f6a0,135,0.0,0.0,2 / 1 / 5,68 / 29 / 9,673
0x69ea06b323c1abab1206923920919ad0f88e62bd,116,0.0,0.0,2 / 2 / 2,2 / 2 / 2,308
0xb1cd9144392438d5fd935b40b19ac14e6ddf76b2,107,0.25,0.002336448598130841,5 / 14 / 6,5 / 3 / 3,137
0x87e3b5e49e66b685eb62993203cb64f0122d81db,102,0.02,0.000196078431372549,5 / 9 / 9,42 / 22 / 11,318
0x196e63dff78e969291b6aa7aacedb019e17e20bb,119,0.0,0.0,2 / 2 / 2,2 / 2 / 2,308
0x127b89ab66e46410285635d11f8c23c5228037e4,129,0.21,0.001627906976744186,1 / 10 / 2,3 / 2 / 1,117
0xb2aeba1977e41039852ceb3a602df974252da873,106,0.07,0.0006603773584905661,2 / 4 / 4,14 / 10 / 5,237
0x42334610cddbed9d1c08e65a796c77bb914018f7,161,0.43,0.002670807453416149,8 / 20 / 8,21 / 11 / 3,89
0x2e1c6b84c69aba4513d72b543f9f9c889ed91c3d,110,0.08,0.0007272727272727273,6 / 11 / 13,51 / 22 / 11,336
0x783cf01b42056b385642cf6012d6c9a41bece66b,107,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0xc58d76c69f09f6f3fbcad8d0e7abe8cb908770bc,404,0.0,0.0,1 / 2 / 2,35 / 8 / 4,142
0x83ba3cbeeca24371dd871950c221ce3a94b8d714,119,0.2,0.0016806722689075631,1 / 10 / 2,2 / 2 / 1,117
0x2a43d08fb3aa753cdf79f1c872fb4c647d15947e,420,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0xe633f3cf7b133b6b9f56e0cf52644cd52d86eb2a,150,0.24,0.0015999999999999999,1 / 10 / 2,1 / 1 / 1,122
0x8949a9179699361f900acfcfb12475cfc152e206,168,0.0,0.0,2 / 2 / 2,2 / 1 / 1,338
0x2ebeb2e1b8ccaec60fead5d29806cc42e36813c2,393,0.0,0.0,1 / 2 / 2,33 / 8 / 4,143
0x6074c480bf24555303c350b57929a6344187aad3,420,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x5000879eef2ad49cd7dbacc6f578ab3efab3f47b,106,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0xcf04aef6cbbc1dd10dfc0ea14e11c0341d3031c9,139,0.27,0.0019424460431654677,3 / 26 / 4,3 / 2 / 2,128
0xecd902a6788f491fd7c7dea5aec67f1e6f9edf7b,105,0.09,0.0008571428571428571,6 / 12 / 12,24 / 18 / 10,307
0x1fc4588c3a701ac9ac6cd1205f2e0e52b8cfedbb,105,0.02,0.00019047619047619048,5 / 9 / 9,41 / 23 / 11,318
0x563620c8b7d13c0adb893e8ade699ec22553ff9c,120,0.04,0.0003333333333333333,5 / 11 / 10,45 / 23 / 11,319
0x106d0d0d6496d8b13d0ba5ac3dfab1fec16a6915,107,0.2,0.001869158878504673,5 / 7 / 5,28 / 10 / 3,85
0xbd1aa7a7e939eb8192ebd8fe2d52b85702e8582d,168,0.0,0.0,2 / 2 / 2,2 / 1 / 1,338
0x6cb41f973c598622228ce59914be864a0dab50d4,420,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0x82cf10cff23d565f5e24faf1b1147df16917783d,422,0.0,0.0,1 / 2 / 2,38 / 9 / 4,143
0x9402bc80b3e7c879e8256af1bf1c9491a3b4c410,114,0.08,0.0007017543859649123,6 / 11 / 13,51 / 22 / 11,336
0xae7c7d2619794832bfbcf2013ff1691c5fed73c9,118,0.0,0.0,2 / 2 / 2,2 / 2 / 2,308
0x59c4dc6bb1dfcc82329def4ee429a26ae0864714,186,1.41,0.007580645161290322,3 / 24 / 7,3 / 3 / 3,145
0x338951c1be4b330dafdc39ced84b7f755cb06909,107,0.21,0.0019626168224299067,1 / 10 / 2,1 / 1 / 1,125
0x58dffe80b50f1fede18ae1ca7d25084ba96084ac,103,0.64,0.006213592233009709,3 / 3 / 2,2 / 2 / 2,367
0x07ad985d2d6a307856b7b66bdcfe17e3eb53d479,115,0.24,0.0020869565217391303,1 / 6 / 1,20 / 11 / 3,76
0xba69c50ca6a3d66cd6595db2f1f8c20522bf7cba,110,0.34,0.003090909090909091,6 / 15 / 13,25 / 19 / 9,307
0x25b5abd03c5845ca31d90ae60482ce351cb0490b,116,0.8,0.006896551724137932,4 / 18 / 9,8 / 2 / 2,78
0x7563fa361cce8fef237a7d52b9f827329cf00f6a,106,0.07,0.0006603773584905661,7 / 22 / 12,17 / 14 / 13,371
0x73dfe4396fee174aba159051a6ae55d622f6a3a9,144,0.0,0.0,2 / 4 / 2,41 / 9 / 3,333
0xfbb7cdb5e7ef664d2beff3468a8abeb1bfb40fc6,102,0.25,0.0024509803921568627,5 / 17 / 5,2 / 2 / 1,143
0x18136c5abe1be0cbcea4cf294bf5d7cc3787dc75,122,0.14,0.0011475409836065576,5 / 7 / 9,8 / 4 / 3,329
0x126f3f5597531e0e12a3c7cce5969637276dcc0a,184,0.43,0.0023369565217391305,3 / 5 / 5,10 / 8 / 4,341
0x7c710f754d37ecf558ad92c69084bd31caed9357,108,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0x26bda3476104220575580f04137b1f3a8bb71863,117,0.2,0.0017094017094017094,1 / 10 / 2,1 / 1 / 1,130
0x3c37ee0c52a2a8bb833660739a172e03a6f7b70a,104,0.4,0.0038461538461538464,3 / 3 / 3,8 / 7 / 5,338
0x1753595efdeb5bc8012ff5acc83a13f13550a730,420,0.0,0.0,1 / 2 / 2,38 / 9 / 4,143
0x09efc2d1e8c0692c2bfe10623fbc6eaadcf76611,101,0.28,0.0027722772277227726,6 / 6 / 8,3 / 2 / 1,12
0xf6756e8db23c99e3bbf1274f22e78cd83bf3fe4f,118,0.43,0.0036440677966101693,4 / 14 / 6,5 / 4 / 4,220
0x3b3a1ed322811f7f85863c3e2a898332304b8113,102,0.0,0.0,2 / 1 / 3,88 / 30 / 8,669
0xa5e38642fa7cf9eed94b89274e40d8a31a3c1ecd,105,0.56,0.005333333333333334,4 / 22 / 17,16 / 5 / 3,136
0x7968636379ce28716df0d95945fe77979ce91c04,123,0.3,0.0024390243902439024,1 / 2 / 2,2 / 2 / 1,327
0x05a6085d87494751c1d212d0337a8e8cfe2ed714,117,0.18,0.0015384615384615385,1 / 7 / 2,1 / 1 / 1,130
0x86bce13297bcdbf40a854d8007bc939091e58039,108,0.24,0.0022222222222222222,1 / 7 / 2,1 / 1 / 1,131
0x30df84173ea1cadc6b0b73ba078e2ea370c8c2dd,251,0.0,0.0,3 / 2 / 3,78 / 15 / 5,309
0xf26bfa5f83deac0c2aa55b29e437160ad82b6e14,103,0.3,0.002912621359223301,2 / 9 / 3,3 / 2 / 2,141
0xd0794fe4bfc81bc03ef296a3c5a8b8289d278609,134,0.18,0.0013432835820895521,1 / 7 / 2,1 / 1 / 1,132
0x1750c8cdc2f46fb95eb2b776721e6e85188976cb,125,0.25,0.002,1 / 10 / 2,1 / 1 / 1,124
0xd5a47bccc1631692c1f5c94f71904f3cd18b7d66,149,0.0,0.0,3 / 7 / 4,16 / 8 / 3,260
0x84b018ed4339b1be8c86c4aadf8633a52b5d3cca,168,0.0,0.0,2 / 2 / 2,2 / 1 / 1,338
0xbee70b081bc470e3616c8b5ec6b5d6a7d115baf2,105,0.04,0.00038095238095238096,4 / 8 / 9,15 / 13 / 11,326
0x62ffdfa39ba9a7d19c393a30645abefb74926951,135,0.22,0.0016296296296296297,1 / 10 / 2,2 / 2 / 1,117
0xab84c45f1659608fa699722fe163d11a003d792b,959,0.88,0.0009176225234619395,2 / 15 / 2,4 / 2 / 2,241
0x9fd404cdfdcd1668aa408b9c379f7a76b5be7308,142,0.0,0.0,3 / 14 / 3,36 / 8 / 4,96
0x94f25a188ce2e5cfa0c36e64bf28ffa6fd339cd6,147,0.0,0.0,3 / 14 / 3,41 / 10 / 4,96
0xd6eb4a2086b85e2282d291a3cf4ee1d135fbd0f5,190,0.0,0.0,1 / 8 / 1,135 / 45 / 12,394
0xbcad863b13ebd41b3c48029a6f5437f30191135c,119,0.0,0.0,2 / 2 / 2,2 / 2 / 2,308
0x160694f252b907cdf3862922950142a5f1fd161a,160,0.0,0.0,4 / 5 / 4,103 / 35 / 9,765
0x06ead0ca22ac8e9e9a2af84ba3503f156ba7d28a,102,0.48,0.004705882352941176,6 / 13 / 12,23 / 17 / 10,307
0x7e03fca57ae3d967696aa8e2de1fa7dd16ce4e5d,110,0.53,0.004818181818181819,6 / 14 / 12,26 / 19 / 10,307
0x8281bd1927837a18fa4192256b5cc4fdacaf81f4,101,0.0,0.0,2 / 2 / 2,2 / 2 / 1,140
0xe3d0b663331737817fc99dfb4aa15a00fb5885dd,117,0.64,0.00547008547008547,2 / 13 / 5,15 / 6 / 6,283
0x1b27b82ed10041477c4e062c39ff75a895665a97,102,0.16,0.001568627450980392,1 / 7 / 2,1 / 1 / 1,126
0x7b947ebc939edff2c61d849382d8895c03a69a8c,220,1.86,0.008454545454545454,1 / 1 / 1,1 / 1 / 1,53
0x6baff2a9d3c5ecbc272cdb25353ca3ee8fda5df6,102,0.0,0.0,3 / 2 / 3,3 / 3 / 2,140
0xa47d9061b55403a10aa522fdecd6e059ab1983fb,102,0.0,0.0,3 / 3 / 3,4 / 4 / 2,176
0x5c92c526bb716e781d7cfe3302a28f7dd5ecf05e,110,0.31,0.002818181818181818,6 / 9 / 9,6 / 5 / 4,74
0x077ad925fea8199bfb4404a9baecbdf7c9b9fd55,136,1.09,0.008014705882352941,6 / 12 / 19,40 / 20 / 10,325
0x513b1253069e4e7fb8acdfe49d7f337ae2374804,127,0.51,0.004015748031496063,7 / 14 / 18,14 / 11 / 9,308
0x30a32d46a1027f5bbc2ec3fc925e5ad84c9f68f4,420,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x4c200976e4246a49247d86e3336487a9bdf8a837,109,0.46,0.004220183486238533,6 / 8 / 10,6 / 5 / 4,75
0xe712ed889aa771c736ec0a98744107e93ca55818,557,0.0,0.0,4 / 4 / 1,12 / 2 / 1,108
0xfd0c7300977a6d9c65c7c94df6c1d253ac63c92e,112,0.02,0.00017857142857142857,5 / 9 / 9,41 / 23 / 11,318
0xed2d8e68919f372b2116e2b9f62343d39747a0cc,392,0.0,0.0,1 / 1 / 1,32 / 7 / 2,143
0x039f4a3390cb44026b9cedd5997dbb565ed74232,107,0.2,0.001869158878504673,5 / 7 / 5,28 / 10 / 3,85
0x1179fbe651822e1b3147367612e6bed6611cc00a,108,0.31,0.0028703703703703703,6 / 14 / 13,27 / 20 / 11,307
0x1f932c920c756dc511bb6a2dc1aed951e73d2797,109,0.2,0.001834862385321101,5 / 7 / 5,28 / 10 / 3,85
0xd3bcdb40c7e50ae86a43d8b53c1a15039158b577,115,0.78,0.006782608695652174,7 / 25 / 21,23 / 19 / 11,299
0x49d93cda31da6048e4e419c2c0334da75c4635e2,168,0.0,0.0,2 / 13 / 3,43 / 11 / 5,96
0xad431f82ab04dbd3f3c02996083b987b1eaa8e6b,198,0.0,0.0,2 / 2 / 1,4 / 1 / 1,605
0x9a411e810cc44b7df4e3a50c436404c01c2e0866,129,0.0,0.0,2 / 4 / 17,61 / 40 / 16,729
0x6b601c285407ad2a3f5f0a476ab6653280f41471,245,0.0,0.0,2 / 2 / 1,3 / 3 / 3,605
0xcd73adde2bacf75a076ae6d98f10caafb10981e9,324,2.93,0.00904320987654321,10 / 40 / 13,61 / 12 / 4,81
0xd004c8e34a19a2d2ae41e37f088d730e15d9db2a,101,0.89,0.008811881188118813,8 / 24 / 33,21 / 6 / 2,92
0x50acc287691739321b2f4817e4ad44d5dec9cd68,142,0.27,0.0019014084507042255,1 / 10 / 2,1 / 1 / 1,123
0xce8f9354d7f050c9f3288fd1f348acaa5c69021d,118,0.0,0.0,2 / 2 / 2,2 / 2 / 2,308
0x84027405b39b3a70472b3faab7f16c2294638ee7,120,0.12,0.001,1 / 1 / 1,2 / 1 / 1,165
0x40993dd496ca20bb434abaea8f64202d3942d1fd,121,0.31,0.0025619834710743803,6 / 12 / 11,24 / 19 / 11,307
0x3bc8f80a25c4f353b0e8795526873a46f2c18b65,109,0.34,0.003119266055045872,3 / 15 / 4,5 / 3 / 2,141
0xf8d1cbd3bfa1c58fed0e598c1c86c3dc3077ee8f,102,0.14,0.0013725490196078432,1 / 5 / 1,2 / 2 / 1,132
